Customer_Id,Transaction_Id,Item,Date,Quantity,Amount
1039,1,Beef,2024-01-01 01:00:00,2,31.84
1039,1,Chicken,2024-01-01 01:00:00,3,74.29
1039,1,Fish,2024-01-01 01:00:00,1,94.16
1042,2,Apples,2024-01-01 02:00:00,3,73.85
1042,2,Tea,2024-01-01 02:00:00,3,96.57
1003,3,Sugar,2024-01-01 03:00:00,1,95.06
1003,3,Tea,2024-01-01 03:00:00,1,73.07
1050,4,Yogurt,2024-01-01 04:00:00,2,52.65
1050,4,Milk,2024-01-01 04:00:00,1,42.33
1008,5,Apples,2024-01-01 05:00:00,3,34.27
1008,5,Bananas,2024-01-01 05:00:00,1,46.23
1008,5,Oranges,2024-01-01 05:00:00,2,69.52
1036,6,Sugar,2024-01-01 06:00:00,2,111.82
1036,6,Milk,2024-01-01 06:00:00,3,22.39
1036,6,Tea,2024-01-01 06:00:00,3,82.92
1017,7,Oranges,2024-01-01 07:00:00,3,120.62
1041,8,Eggs,2024-01-01 08:00:00,3,129.01
1041,8,Butter,2024-01-01 08:00:00,2,23.36
1041,8,Flour,2024-01-01 08:00:00,3,53.54
1022,9,Sugar,2024-01-01 09:00:00,3,88.57
1022,9,Coffee,2024-01-01 09:00:00,3,26.74
1015,10,Bread,2024-01-01 10:00:00,3,38.43
1013,11,Tea,2024-01-01 11:00:00,1,52.67
1013,11,Butter,2024-01-01 11:00:00,2,81.5
1013,11,Oranges,2024-01-01 11:00:00,1,77.88
1015,12,Eggs,2024-01-01 12:00:00,3,55.25
1015,12,Butter,2024-01-01 12:00:00,1,66.54
1015,12,Flour,2024-01-01 12:00:00,2,146.05
1019,13,Apples,2024-01-01 13:00:00,2,30.29
1019,13,Pasta,2024-01-01 13:00:00,2,147.99
1022,14,Sugar,2024-01-01 14:00:00,3,124.3
1022,14,Tea,2024-01-01 14:00:00,1,31.1
1036,15,Sugar,2024-01-01 15:00:00,3,109.56
1036,15,Coffee,2024-01-01 15:00:00,3,41.71
1040,16,Sugar,2024-01-01 16:00:00,3,141.14
1040,16,Tea,2024-01-01 16:00:00,1,104.6
1009,17,Apples,2024-01-01 17:00:00,1,58.89
1009,17,Fish,2024-01-01 17:00:00,3,129.89
1011,18,Milk,2024-01-01 18:00:00,1,32.63
1011,18,Bread,2024-01-01 18:00:00,2,103.66
1011,18,Butter,2024-01-01 18:00:00,2,11.29
1018,19,Sugar,2024-01-01 19:00:00,2,86.82
1018,19,Coffee,2024-01-01 19:00:00,2,72.78
1022,20,Yogurt,2024-01-01 20:00:00,2,92.58
1046,21,Yogurt,2024-01-01 21:00:00,1,133.69
1046,21,Bananas,2024-01-01 21:00:00,1,143.43
1046,21,Oranges,2024-01-01 21:00:00,1,69.95
1002,22,Cheese,2024-01-01 22:00:00,2,113.71
1002,22,Bananas,2024-01-01 22:00:00,1,29.13
1002,22,Eggs,2024-01-01 22:00:00,2,60.33
1050,23,Apples,2024-01-01 23:00:00,1,95.61
1050,23,Bananas,2024-01-01 23:00:00,2,10.73
1050,23,Oranges,2024-01-01 23:00:00,1,37.2
1028,24,Sugar,2024-01-02 00:00:00,2,23.16
1028,24,Coffee,2024-01-02 00:00:00,3,104.08
1022,25,Eggs,2024-01-02 01:00:00,2,130.46
1022,25,Butter,2024-01-02 01:00:00,1,15.23
1022,25,Flour,2024-01-02 01:00:00,2,52.46
1044,26,Cheese,2024-01-02 02:00:00,1,74.02
1044,26,Pasta,2024-01-02 02:00:00,2,17.24
1016,27,Sugar,2024-01-02 03:00:00,1,145.74
1016,27,Coffee,2024-01-02 03:00:00,2,55.21
1005,28,Eggs,2024-01-02 04:00:00,2,112.21
1005,28,Apples,2024-01-02 04:00:00,3,44.68
1005,28,Butter,2024-01-02 04:00:00,3,116.1
1048,29,Cheese,2024-01-02 05:00:00,1,76.29
1048,29,Coffee,2024-01-02 05:00:00,1,75.05
1048,29,Pasta,2024-01-02 05:00:00,1,65.79
1048,29,Eggs,2024-01-02 05:00:00,2,142.88
1033,30,Sugar,2024-01-02 06:00:00,1,123.57
1033,30,Beef,2024-01-02 06:00:00,3,141.81
1033,30,Rice,2024-01-02 06:00:00,3,124.86
1010,31,Coffee,2024-01-02 07:00:00,2,57.69
1010,31,Milk,2024-01-02 07:00:00,3,49.46
1010,31,Eggs,2024-01-02 07:00:00,2,107.54
1010,31,Sugar,2024-01-02 07:00:00,1,141.13
1010,31,Bread,2024-01-02 07:00:00,1,122.49
1024,32,Eggs,2024-01-02 08:00:00,3,148.67
1024,32,Butter,2024-01-02 08:00:00,2,45.0
1024,32,Flour,2024-01-02 08:00:00,3,140.31
1009,33,Flour,2024-01-02 09:00:00,3,143.95
1047,34,Sugar,2024-01-02 10:00:00,1,22.84
1047,34,Tea,2024-01-02 10:00:00,1,87.52
1039,35,Cheese,2024-01-02 11:00:00,1,140.33
1039,35,Pasta,2024-01-02 11:00:00,2,18.06
1029,36,Cheese,2024-01-02 12:00:00,3,108.82
1029,36,Pasta,2024-01-02 12:00:00,3,30.02
1022,37,Pasta,2024-01-02 13:00:00,1,142.61
1049,38,Fish,2024-01-02 14:00:00,1,131.6
1049,38,Tea,2024-01-02 14:00:00,2,71.09
1014,39,Oranges,2024-01-02 15:00:00,3,73.64
1023,40,Rice,2024-01-02 16:00:00,1,138.14
1023,40,Chicken,2024-01-02 16:00:00,2,143.06
1020,41,Chicken,2024-01-02 17:00:00,1,105.86
1018,42,Sugar,2024-01-02 18:00:00,3,111.6
1018,42,Coffee,2024-01-02 18:00:00,3,138.68
1005,43,Milk,2024-01-02 19:00:00,3,67.58
1005,43,Bread,2024-01-02 19:00:00,2,123.48
1005,43,Eggs,2024-01-02 19:00:00,3,31.06
1027,44,Yogurt,2024-01-02 20:00:00,1,127.37
1027,44,Milk,2024-01-02 20:00:00,2,15.16
1003,45,Cheese,2024-01-02 21:00:00,1,91.92
1003,45,Bread,2024-01-02 21:00:00,1,142.27
1003,45,Pasta,2024-01-02 21:00:00,2,62.9
1003,45,Sugar,2024-01-02 21:00:00,1,73.08
1031,46,Sugar,2024-01-02 22:00:00,3,104.02
1031,46,Coffee,2024-01-02 22:00:00,2,76.67
1031,46,Eggs,2024-01-02 22:00:00,3,82.82
1034,47,Eggs,2024-01-02 23:00:00,2,95.13
1034,47,Oranges,2024-01-02 23:00:00,2,64.91
1038,48,Milk,2024-01-03 00:00:00,1,119.71
1038,48,Bread,2024-01-03 00:00:00,2,97.09
1038,48,Eggs,2024-01-03 00:00:00,3,107.67
1047,49,Apples,2024-01-03 01:00:00,1,74.42
1047,49,Chicken,2024-01-03 01:00:00,3,66.04
1050,50,Sugar,2024-01-03 02:00:00,1,36.92
1050,50,Cheese,2024-01-03 02:00:00,3,125.05
1050,50,Bread,2024-01-03 02:00:00,2,49.0
1050,50,Tea,2024-01-03 02:00:00,1,14.45
1026,51,Cheese,2024-01-03 03:00:00,2,61.0
1026,51,Pasta,2024-01-03 03:00:00,2,56.21
1022,52,Eggs,2024-01-03 04:00:00,3,81.63
1022,52,Butter,2024-01-03 04:00:00,3,138.92
1022,52,Flour,2024-01-03 04:00:00,1,10.36
1003,53,Rice,2024-01-03 05:00:00,3,128.22
1013,54,Eggs,2024-01-03 06:00:00,1,105.07
1045,55,Sugar,2024-01-03 07:00:00,2,94.81
1031,56,Rice,2024-01-03 08:00:00,3,127.92
1031,56,Coffee,2024-01-03 08:00:00,3,83.43
1031,56,Chicken,2024-01-03 08:00:00,1,147.53
1031,56,Milk,2024-01-03 08:00:00,3,135.53
1015,57,Sugar,2024-01-03 09:00:00,3,90.03
1015,57,Cheese,2024-01-03 09:00:00,3,127.4
1015,57,Coffee,2024-01-03 09:00:00,1,36.19
1015,57,Tea,2024-01-03 09:00:00,2,109.53
1036,58,Sugar,2024-01-03 10:00:00,1,84.56
1036,58,Cheese,2024-01-03 10:00:00,1,61.69
1036,58,Tea,2024-01-03 10:00:00,2,86.8
1002,59,Milk,2024-01-03 11:00:00,1,29.44
1002,59,Bread,2024-01-03 11:00:00,1,116.43
1002,59,Eggs,2024-01-03 11:00:00,3,76.24
1049,60,Sugar,2024-01-03 12:00:00,1,126.29
1049,60,Coffee,2024-01-03 12:00:00,2,27.4
1019,61,Oranges,2024-01-03 13:00:00,3,98.73
1002,62,Beef,2024-01-03 14:00:00,2,19.33
1029,63,Coffee,2024-01-03 15:00:00,1,84.68
1029,63,Milk,2024-01-03 15:00:00,3,90.24
1029,63,Apples,2024-01-03 15:00:00,1,31.23
1029,63,Oranges,2024-01-03 15:00:00,1,108.98
1029,63,Bananas,2024-01-03 15:00:00,3,114.15
1005,64,Rice,2024-01-03 16:00:00,3,115.65
1005,64,Chicken,2024-01-03 16:00:00,2,124.98
1015,65,Sugar,2024-01-03 17:00:00,1,85.58
1015,65,Tea,2024-01-03 17:00:00,1,42.1
1040,66,Milk,2024-01-03 18:00:00,2,24.11
1040,66,Chicken,2024-01-03 18:00:00,1,12.54
1037,67,Eggs,2024-01-03 19:00:00,1,33.17
1040,68,Apples,2024-01-03 20:00:00,3,65.86
1040,68,Bananas,2024-01-03 20:00:00,1,114.19
1040,68,Oranges,2024-01-03 20:00:00,2,122.4
1018,69,Yogurt,2024-01-03 21:00:00,3,113.25
1018,69,Milk,2024-01-03 21:00:00,1,92.19
1018,69,Coffee,2024-01-03 21:00:00,3,73.34
1018,69,Sugar,2024-01-03 21:00:00,3,44.75
1024,70,Sugar,2024-01-03 22:00:00,1,60.74
1024,70,Tea,2024-01-03 22:00:00,3,48.86
1007,71,Milk,2024-01-03 23:00:00,1,144.55
1007,71,Bread,2024-01-03 23:00:00,1,88.02
1007,71,Eggs,2024-01-03 23:00:00,2,21.95
1016,72,Sugar,2024-01-04 00:00:00,3,19.2
1034,73,Sugar,2024-01-04 01:00:00,1,13.55
1034,73,Beef,2024-01-04 01:00:00,2,131.38
1034,73,Flour,2024-01-04 01:00:00,1,87.24
1008,74,Apples,2024-01-04 02:00:00,2,57.5
1008,74,Bananas,2024-01-04 02:00:00,1,35.0
1008,74,Oranges,2024-01-04 02:00:00,1,87.94
1036,75,Pasta,2024-01-04 03:00:00,1,69.0
1036,75,Bananas,2024-01-04 03:00:00,2,137.49
1036,75,Tea,2024-01-04 03:00:00,1,57.85
1012,76,Milk,2024-01-04 04:00:00,1,58.33
1012,76,Bread,2024-01-04 04:00:00,2,60.79
1012,76,Eggs,2024-01-04 04:00:00,1,51.23
1009,77,Cheese,2024-01-04 05:00:00,2,100.31
1009,77,Sugar,2024-01-04 05:00:00,2,147.82
1034,78,Milk,2024-01-04 06:00:00,1,66.73
1034,78,Bread,2024-01-04 06:00:00,2,126.16
1034,78,Eggs,2024-01-04 06:00:00,3,24.92
1010,79,Yogurt,2024-01-04 07:00:00,1,127.33
1010,79,Milk,2024-01-04 07:00:00,1,63.64
1010,79,Sugar,2024-01-04 07:00:00,2,69.09
1036,80,Rice,2024-01-04 08:00:00,3,44.35
1036,80,Chicken,2024-01-04 08:00:00,1,127.19
1039,81,Sugar,2024-01-04 09:00:00,3,142.9
1039,81,Tea,2024-01-04 09:00:00,3,102.91
1017,82,Chicken,2024-01-04 10:00:00,1,79.37
1035,83,Eggs,2024-01-04 11:00:00,3,20.89
1035,83,Butter,2024-01-04 11:00:00,3,48.1
1035,83,Flour,2024-01-04 11:00:00,2,24.43
1031,84,Coffee,2024-01-04 12:00:00,1,116.27
1031,84,Tea,2024-01-04 12:00:00,1,106.92
1031,84,Milk,2024-01-04 12:00:00,2,147.28
1031,84,Butter,2024-01-04 12:00:00,2,78.52
1031,84,Bread,2024-01-04 12:00:00,3,107.04
1007,85,Eggs,2024-01-04 13:00:00,2,26.87
1007,85,Cheese,2024-01-04 13:00:00,3,51.63
1007,85,Butter,2024-01-04 13:00:00,2,69.05
1007,85,Flour,2024-01-04 13:00:00,1,76.39
1025,86,Sugar,2024-01-04 14:00:00,1,97.62
1025,86,Apples,2024-01-04 14:00:00,1,96.22
1025,86,Chicken,2024-01-04 14:00:00,2,68.45
1039,87,Milk,2024-01-04 15:00:00,2,59.1
1039,87,Bread,2024-01-04 15:00:00,2,22.4
1039,87,Tea,2024-01-04 15:00:00,2,77.18
1039,87,Eggs,2024-01-04 15:00:00,1,91.31
1025,88,Yogurt,2024-01-04 16:00:00,3,68.99
1025,88,Milk,2024-01-04 16:00:00,1,112.52
1046,89,Chicken,2024-01-04 17:00:00,3,69.89
1046,89,Fish,2024-01-04 17:00:00,1,64.83
1046,89,Eggs,2024-01-04 17:00:00,3,142.99
1046,89,Beef,2024-01-04 17:00:00,1,46.26
1046,89,Sugar,2024-01-04 17:00:00,2,147.53
1026,90,Milk,2024-01-04 18:00:00,1,36.1
1026,90,Apples,2024-01-04 18:00:00,3,125.67
1026,90,Flour,2024-01-04 18:00:00,1,18.1
1013,91,Coffee,2024-01-04 19:00:00,1,85.18
1025,92,Cheese,2024-01-04 20:00:00,2,130.7
1025,92,Bread,2024-01-04 20:00:00,1,56.07
1025,92,Pasta,2024-01-04 20:00:00,1,87.12
1048,93,Milk,2024-01-04 21:00:00,1,135.23
1048,93,Chicken,2024-01-04 21:00:00,1,129.17
1048,93,Fish,2024-01-04 21:00:00,1,77.28
1048,93,Beef,2024-01-04 21:00:00,1,136.91
1048,93,Sugar,2024-01-04 21:00:00,3,58.69
1019,94,Milk,2024-01-04 22:00:00,1,32.03
1019,94,Bread,2024-01-04 22:00:00,1,56.76
1019,94,Butter,2024-01-04 22:00:00,1,107.65
1023,95,Rice,2024-01-04 23:00:00,2,28.04
1023,95,Chicken,2024-01-04 23:00:00,3,42.01
1023,95,Tea,2024-01-04 23:00:00,3,32.51
1030,96,Yogurt,2024-01-05 00:00:00,3,85.78
1030,96,Flour,2024-01-05 00:00:00,2,57.86
1017,97,Cheese,2024-01-05 01:00:00,2,109.2
1017,97,Milk,2024-01-05 01:00:00,2,58.42
1017,97,Coffee,2024-01-05 01:00:00,2,20.46
1017,97,Pasta,2024-01-05 01:00:00,2,132.02
1034,98,Flour,2024-01-05 02:00:00,2,75.6
1028,99,Cheese,2024-01-05 03:00:00,1,142.11
1028,99,Bananas,2024-01-05 03:00:00,1,99.39
1028,99,Flour,2024-01-05 03:00:00,2,116.41
1038,100,Milk,2024-01-05 04:00:00,3,114.42
1038,100,Bread,2024-01-05 04:00:00,3,14.36
1038,100,Butter,2024-01-05 04:00:00,1,110.09
1046,101,Beef,2024-01-05 05:00:00,2,116.54
1046,101,Bread,2024-01-05 05:00:00,3,121.55
1046,101,Chicken,2024-01-05 05:00:00,1,137.66
1046,101,Fish,2024-01-05 05:00:00,2,96.33
1008,102,Tea,2024-01-05 06:00:00,3,147.81
1038,103,Cheese,2024-01-05 07:00:00,1,15.55
1038,103,Coffee,2024-01-05 07:00:00,2,114.88
1038,103,Pasta,2024-01-05 07:00:00,1,43.89
1038,103,Sugar,2024-01-05 07:00:00,1,89.93
1020,104,Rice,2024-01-05 08:00:00,1,88.35
1020,104,Chicken,2024-01-05 08:00:00,2,55.7
1030,105,Milk,2024-01-05 09:00:00,1,125.43
1030,105,Bread,2024-01-05 09:00:00,2,65.57
1030,105,Butter,2024-01-05 09:00:00,2,146.85
1034,106,Eggs,2024-01-05 10:00:00,2,33.45
1034,106,Butter,2024-01-05 10:00:00,1,143.22
1034,106,Flour,2024-01-05 10:00:00,1,108.91
1031,107,Rice,2024-01-05 11:00:00,1,109.27
1031,107,Chicken,2024-01-05 11:00:00,2,97.54
1023,108,Cheese,2024-01-05 12:00:00,1,77.1
1023,108,Milk,2024-01-05 12:00:00,3,40.69
1023,108,Tea,2024-01-05 12:00:00,3,75.83
1021,109,Eggs,2024-01-05 13:00:00,3,68.23
1034,110,Flour,2024-01-05 14:00:00,2,101.7
1037,111,Rice,2024-01-05 15:00:00,1,19.68
1037,111,Oranges,2024-01-05 15:00:00,1,44.61
1040,112,Pasta,2024-01-05 16:00:00,1,43.18
1040,112,Chicken,2024-01-05 16:00:00,3,43.05
1040,112,Tea,2024-01-05 16:00:00,3,71.88
1041,113,Eggs,2024-01-05 17:00:00,1,72.92
1041,113,Butter,2024-01-05 17:00:00,3,142.8
1041,113,Flour,2024-01-05 17:00:00,1,33.39
1047,114,Yogurt,2024-01-05 18:00:00,1,84.69
1047,114,Milk,2024-01-05 18:00:00,1,128.18
1037,115,Coffee,2024-01-05 19:00:00,1,22.4
1037,115,Bananas,2024-01-05 19:00:00,1,81.01
1037,115,Tea,2024-01-05 19:00:00,2,106.35
1043,116,Milk,2024-01-05 20:00:00,2,143.25
1043,116,Bread,2024-01-05 20:00:00,2,146.23
1043,116,Eggs,2024-01-05 20:00:00,3,73.66
1038,117,Milk,2024-01-05 21:00:00,3,14.2
1038,117,Bread,2024-01-05 21:00:00,1,30.1
1038,117,Eggs,2024-01-05 21:00:00,2,38.26
1034,118,Cheese,2024-01-05 22:00:00,1,127.34
1034,118,Milk,2024-01-05 22:00:00,2,62.4
1034,118,Bread,2024-01-05 22:00:00,2,79.6
1034,118,Eggs,2024-01-05 22:00:00,1,126.32
1006,119,Bananas,2024-01-05 23:00:00,3,146.8
1046,120,Yogurt,2024-01-06 00:00:00,2,71.34
1046,120,Milk,2024-01-06 00:00:00,2,116.72
1046,120,Tea,2024-01-06 00:00:00,1,54.41
1035,121,Yogurt,2024-01-06 01:00:00,2,99.96
1023,122,Milk,2024-01-06 02:00:00,2,114.56
1004,123,Milk,2024-01-06 03:00:00,1,49.88
1004,123,Apples,2024-01-06 03:00:00,3,140.14
1004,123,Oranges,2024-01-06 03:00:00,3,91.33
1013,124,Milk,2024-01-06 04:00:00,2,27.06
1013,124,Bread,2024-01-06 04:00:00,3,27.25
1013,124,Eggs,2024-01-06 04:00:00,2,121.97
1042,125,Beef,2024-01-06 05:00:00,2,122.84
1042,125,Chicken,2024-01-06 05:00:00,1,62.29
1042,125,Fish,2024-01-06 05:00:00,1,98.64
1019,126,Cheese,2024-01-06 06:00:00,3,103.46
1019,126,Yogurt,2024-01-06 06:00:00,2,117.33
1019,126,Eggs,2024-01-06 06:00:00,2,73.25
1034,127,Milk,2024-01-06 07:00:00,1,40.34
1034,127,Bread,2024-01-06 07:00:00,1,34.98
1034,127,Butter,2024-01-06 07:00:00,1,99.88
1021,128,Eggs,2024-01-06 08:00:00,2,66.6
1021,128,Cheese,2024-01-06 08:00:00,2,72.41
1021,128,Butter,2024-01-06 08:00:00,1,106.94
1021,128,Flour,2024-01-06 08:00:00,3,57.75
1004,129,Sugar,2024-01-06 09:00:00,1,82.67
1004,129,Rice,2024-01-06 09:00:00,2,103.74
1022,130,Cheese,2024-01-06 10:00:00,2,17.33
1022,130,Coffee,2024-01-06 10:00:00,2,60.81
1022,130,Pasta,2024-01-06 10:00:00,3,112.29
1022,130,Tea,2024-01-06 10:00:00,2,56.7
1013,131,Eggs,2024-01-06 11:00:00,1,106.6
1013,131,Butter,2024-01-06 11:00:00,1,33.87
1013,131,Flour,2024-01-06 11:00:00,2,23.53
1008,132,Milk,2024-01-06 12:00:00,3,139.8
1008,132,Bread,2024-01-06 12:00:00,1,26.78
1008,132,Butter,2024-01-06 12:00:00,3,31.34
1002,133,Sugar,2024-01-06 13:00:00,3,43.47
1023,134,Sugar,2024-01-06 14:00:00,2,94.08
1023,134,Coffee,2024-01-06 14:00:00,3,32.65
1014,135,Sugar,2024-01-06 15:00:00,1,55.15
1014,135,Fish,2024-01-06 15:00:00,3,34.29
1014,135,Oranges,2024-01-06 15:00:00,2,41.31
1008,136,Bananas,2024-01-06 16:00:00,1,13.61
1008,136,Coffee,2024-01-06 16:00:00,1,42.56
1006,137,Sugar,2024-01-06 17:00:00,1,12.48
1006,137,Tea,2024-01-06 17:00:00,2,101.03
1034,138,Sugar,2024-01-06 18:00:00,2,39.65
1034,138,Coffee,2024-01-06 18:00:00,2,149.28
1046,139,Beef,2024-01-06 19:00:00,3,34.89
1046,139,Coffee,2024-01-06 19:00:00,1,81.32
1046,139,Chicken,2024-01-06 19:00:00,3,42.05
1046,139,Fish,2024-01-06 19:00:00,1,96.13
1038,140,Sugar,2024-01-06 20:00:00,3,111.4
1038,140,Tea,2024-01-06 20:00:00,1,134.12
1028,141,Sugar,2024-01-06 21:00:00,2,125.86
1028,141,Coffee,2024-01-06 21:00:00,1,64.19
1018,142,Rice,2024-01-06 22:00:00,1,144.34
1018,142,Butter,2024-01-06 22:00:00,1,25.36
1018,142,Eggs,2024-01-06 22:00:00,3,73.61
1017,143,Beef,2024-01-06 23:00:00,1,142.0
1017,143,Flour,2024-01-06 23:00:00,2,71.26
1017,143,Rice,2024-01-06 23:00:00,1,49.11
1008,144,Bananas,2024-01-07 00:00:00,1,15.32
1005,145,Bread,2024-01-07 01:00:00,1,102.44
1014,146,Cheese,2024-01-07 02:00:00,1,100.15
1014,146,Oranges,2024-01-07 02:00:00,2,76.96
1025,147,Coffee,2024-01-07 03:00:00,2,142.03
1025,147,Bananas,2024-01-07 03:00:00,2,139.96
1021,148,Sugar,2024-01-07 04:00:00,3,104.0
1021,148,Coffee,2024-01-07 04:00:00,2,130.59
1002,149,Flour,2024-01-07 05:00:00,1,105.94
1033,150,Milk,2024-01-07 06:00:00,3,51.66
1033,150,Bread,2024-01-07 06:00:00,3,31.22
1033,150,Tea,2024-01-07 06:00:00,2,132.27
1033,150,Eggs,2024-01-07 06:00:00,3,132.8
1016,151,Beef,2024-01-07 07:00:00,1,113.84
1016,151,Chicken,2024-01-07 07:00:00,3,148.85
1016,151,Fish,2024-01-07 07:00:00,3,66.21
1014,152,Milk,2024-01-07 08:00:00,1,144.13
1014,152,Bananas,2024-01-07 08:00:00,1,104.97
1014,152,Butter,2024-01-07 08:00:00,3,127.88
1004,153,Sugar,2024-01-07 09:00:00,3,72.81
1004,153,Coffee,2024-01-07 09:00:00,2,134.07
1040,154,Cheese,2024-01-07 10:00:00,3,10.45
1040,154,Pasta,2024-01-07 10:00:00,2,33.36
1007,155,Sugar,2024-01-07 11:00:00,1,99.93
1007,155,Tea,2024-01-07 11:00:00,1,91.2
1019,156,Sugar,2024-01-07 12:00:00,1,99.11
1019,156,Milk,2024-01-07 12:00:00,3,18.2
1019,156,Coffee,2024-01-07 12:00:00,1,114.43
1019,156,Tea,2024-01-07 12:00:00,2,109.08
1045,157,Yogurt,2024-01-07 13:00:00,1,68.97
1045,157,Tea,2024-01-07 13:00:00,3,26.57
1045,157,Flour,2024-01-07 13:00:00,2,148.76
1045,158,Pasta,2024-01-07 14:00:00,3,141.7
